geneID	chr	start	end
LOC100114118	NC_045757.1	33767672	33768539
LOC100114119	NC_045758.1	31030341	31031771
LOC100114121	NC_045761.1	25181451	25183958
LOC100114125	NW_022279593.1	1283123	1372354
LOC100114126	NC_045760.1	11795480	11800092
LOC100114127	NW_022279600.1	2163775	2430591
LOC100114131	NC_045760.1	2696362	2698074
LOC100114133	NW_022279612.1	1544739	1546145
LOC100114134	NC_045757.1	5590763	5592944
LOC100114136	NC_045761.1	7218474	7219227
LOC100114137	NC_045759.1	10740715	10741134
LOC100114138	NC_045758.1	18354051	18395709
LOC100114139	NC_045760.1	30633935	30635238
LOC100114140	NC_045757.1	11086560	11091190
LOC100114141	NC_045758.1	22458777	22460203
LOC100114143	NW_022279617.1	1590761	1600509
LOC100114144	NW_022279641.1	1276341	1277575
LOC100114146	NW_022279641.1	552624	556386
LOC100114147	NW_022279601.1	1293911	1301523
LOC100114149	NC_045760.1	14321091	14338768
LOC100114150	NW_022279614.1	70270	189920
LOC100114151	NC_045757.1	33864116	33870867
LOC100114153	NC_045758.1	30971609	30995481
LOC100114156	NW_022279594.1	1175879	1178861
LOC100114157	NC_045761.1	25153095	25155962
LOC100114158	NC_045757.1	18201888	18203914
LOC100114159	NC_045760.1	15638237	15828342
LOC100114160	NC_045760.1	11789033	11795972
LOC100114161	NW_022279643.1	3081746	3324155
LOC100114163	NC_045758.1	4762143	4775631
LOC100114164	NW_022279604.1	347390	353772
LOC100114168	NW_022279623.1	281172	282647
LOC100114169	NC_045757.1	5444957	5447862
LOC100114171	NC_045757.1	22632000	22690459
LOC100114173	NC_045761.1	7211746	7212350
LOC100114177	NC_045757.1	11094521	11111105
LOC100114179	NC_045758.1	1720704	1728291
LOC100114180	NC_045757.1	12358697	12372216
LOC100114181	NC_045758.1	22678093	22680501
LOC100114182	NC_045757.1	21622156	21631465
LOC100114184	NW_022279617.1	1585313	1590516
LOC100114185	NW_022279641.1	1215430	1219544
LOC100114187	NC_045757.1	19542050	19543964
LOC100114190	NC_045760.1	14319544	14321869
LOC100114193	NC_045757.1	33873682	33876123
LOC100114194	NC_045760.1	19177210	19179866
LOC100114195	NC_045758.1	30964467	30966348
LOC100114196	NW_022279616.1	932119	1129393
LOC100114198	NW_022279653.1	1188484	1356726
LOC100114199	NC_045761.1	25150341	25153660
LOC100114201	NC_045757.1	18988886	18994790
LOC100114202	NC_045760.1	15615426	15621953
LOC100114203	NC_045758.1	5011214	5012600
LOC100114205	NW_022279604.1	336514	346928
LOC100114209	NC_045760.1	2243874	2246067
LOC100114211	NW_022279623.1	259664	270283
LOC100114213	NC_045757.1	5263328	5264855
LOC100114216	NC_045757.1	22694331	22705608
LOC100114217	NC_045761.1	7225223	7225702
LOC100114220	NC_045759.1	10758798	10761068
LOC100114222	NC_045760.1	30623263	30626206
LOC100114223	NC_045757.1	11117891	11173207
LOC100114225	NC_045757.1	12640066	12642276
LOC100114227	NC_045757.1	21630765	21644557
LOC100114230	NC_045757.1	19537573	19542416
LOC100114232	NW_022279641.1	542006	544398
LOC100114233	NW_022279601.1	1282040	1285566
LOC100114234	NW_022279616.1	422733	897287
LOC100114235	NC_045757.1	33936560	33937058
LOC100114237	NC_045758.1	30959389	30961087
LOC100114241	NC_045761.1	25122875	25125180
LOC100114243	NC_045760.1	15556723	15559846
LOC100114244	NC_045760.1	11748846	11754602
LOC100114246	NC_045757.1	13734909	13751318
LOC100114247	NC_045758.1	5054214	5057362
LOC100114249	NW_022279604.1	311433	337206
LOC100114251	NC_045760.1	2020611	2025456
LOC100114252	NW_022279655.1	1405741	1407822
LOC100114253	NW_022279623.1	270338	276338
LOC100114254	NC_045757.1	5216501	5222392
LOC100114257	NC_045757.1	22707455	22739873
LOC100114259	NC_045761.1	7215249	7217309
LOC100114260	NC_045759.1	10790083	10791021
LOC100114262	NC_045760.1	30593692	30599851
LOC100114263	NC_045757.1	11173556	11188568
LOC100114264	NC_045758.1	1762774	1769559
LOC100114265	NC_045757.1	12642440	12645854
LOC100114266	NC_045758.1	23001866	23005176
LOC100114267	NC_045757.1	21642043	21646907
LOC100114268	NC_045757.1	19533868	19537802
LOC100114269	NW_022279624.1	2513875	2518081
LOC100114270	NW_022279641.1	533147	534995
LOC100114271	NW_022279601.1	1251673	1275005
LOC100114274	NC_045760.1	19181635	19183539
LOC100114275	NC_045757.1	7788332	7790916
LOC100114276	NC_045761.1	25107697	25108648
LOC100114279	NC_045757.1	18939776	18969166
LOC100114280	NC_045760.1	15553952	15557095
LOC100114281	NC_045760.1	11631439	11715388
LOC100114282	NC_045758.1	5043873	5045779
LOC100114283	NW_022279604.1	302904	311302
LOC100114285	NC_045760.1	2016807	2018839
LOC100114288	NC_045757.1	5197941	5199143
LOC100114289	NC_045761.1	7217491	7218452
LOC100114292	NC_045759.1	10811254	10813354
LOC100114294	NC_045760.1	30502559	30511255
LOC100114297	NC_045757.1	21646102	21649891
LOC100114298	NW_022279641.1	1318812	1323322
LOC100114300	NC_045757.1	19527683	19533099
LOC100114301	NW_022279641.1	528659	531363
LOC100114302	NW_022279601.1	1245042	1249248
LOC100114305	NW_022279616.1	1663770	1753245
LOC100114306	NC_045760.1	19183132	19186938
LOC100114310	NC_045761.1	25063147	25102334
LOC100114311	NC_045760.1	15540939	15553762
LOC100114312	NC_045760.1	11619864	11631357
LOC100114313	NC_045757.1	13721933	13731068
LOC100114314	NC_045758.1	5065341	5074324
LOC100114316	NC_045760.1	2009167	2012224
LOC100114320	NC_045757.1	22716006	22719576
LOC100114321	NC_045761.1	7211215	7211679
LOC100114322	NC_045759.1	10817464	10819725
LOC100114323	NC_045760.1	30455717	30461556
LOC100114324	NC_045757.1	11191280	11196251
LOC100114325	NC_045758.1	1771235	1775845
LOC100114326	NC_045757.1	12102407	12348472
LOC100114327	NC_045758.1	20665494	20670142
LOC100114328	NC_045757.1	21651835	21678025
LOC100114329	NC_045760.1	21250802	21280776
LOC100114330	NC_045757.1	19523254	19527695
LOC100114331	NW_022279641.1	524436	528265
LOC100114333	NW_022279591.1	4053071	4245367
LOC100114334	NC_045760.1	14259433	14264639
LOC100114335	NC_045757.1	34426350	34484595
LOC100114338	NC_045761.1	24852322	24865236
LOC100114339	NC_045757.1	18910971	18921694
LOC100114340	NC_045760.1	15503696	15540674
LOC100114341	NC_045758.1	5131563	5134706
LOC100114343	NC_045760.1	1738615	1740040
LOC100114345	NC_045757.1	5120414	5127380
LOC100114347	NC_045757.1	22726434	22770025
LOC100114348	NC_045761.1	7064174	7065575
LOC100114351	NC_045760.1	30444090	30451023
LOC100114352	NC_045757.1	11196369	11201975
LOC100114354	NC_045758.1	1776474	1781880
LOC100114357	NW_022279617.1	1617096	1674658
LOC100114358	NC_045760.1	21239917	21249832
LOC100114359	NC_045757.1	19517722	19522953
LOC100114360	NW_022279624.1	2542323	2771267
LOC100114361	NW_022279641.1	508646	524169
LOC100114362	NW_022279601.1	1235190	1240344
LOC100114364	NC_045760.1	14251621	14259682
LOC100114366	NC_045757.1	34601903	34604512
LOC100114369	NC_045757.1	7779449	7782097
LOC100114373	NC_045760.1	15476598	15503269
LOC100114374	NC_045760.1	11615859	11617676
LOC100114375	NC_045757.1	13717663	13721173
LOC100114376	NC_045758.1	5317972	5320910
LOC100114377	NW_022279911.1	80272	80809
LOC100114382	NC_045757.1	4696224	4697975
LOC100114386	NC_045761.1	6959694	6961398
LOC100114387	NC_045759.1	10091194	10114032
LOC100114388	NC_045760.1	30409695	30428897
LOC100114390	NC_045758.1	1781835	1790374
LOC100114392	NC_045757.1	12377259	12402597
LOC100114394	NC_045760.1	16030491	16032764
LOC100114396	NC_045757.1	19504284	19517766
LOC100114397	NW_022279601.1	1230578	1234522
LOC100114399	NC_045760.1	14173124	14248774
LOC100114401	NC_045757.1	34752728	34755365
LOC100114402	NC_045760.1	19192642	19207624
LOC100114404	NC_045757.1	7776601	7779477
LOC100114408	NW_022279601.1	610712	640065
LOC100114409	NC_045761.1	24448181	24450441
LOC100114411	NC_045760.1	15467648	15470792
LOC100114412	NC_045760.1	11601989	11605699
LOC100114413	NC_045757.1	13704698	13717662
LOC100114414	NC_045758.1	5397489	5400464
LOC100114417	NC_045760.1	1747084	1748274
LOC100114419	NW_022279781.1	143635	235695
LOC100114420	NW_022279626.1	199983	287028
LOC100114421	NC_045757.1	22778721	22781900
LOC100114424	NC_045760.1	30374947	30378774
LOC100114425	NC_045757.1	11206659	11208189
LOC100114426	NC_045760.1	22335513	22337331
LOC100114427	NC_045757.1	12402708	12438344
LOC100114428	NC_045758.1	20688804	20707361
LOC100114430	NC_045760.1	16023213	16029496
LOC100114432	NC_045760.1	21168693	21233860
LOC100114433	NC_045757.1	19465161	19500694
LOC100114435	NC_045757.1	4005272	4005705
LOC100114436	NW_022279601.1	1221735	1225040
LOC100114438	NC_045760.1	14120558	14167142
LOC100114441	NC_045760.1	19209580	19217659
LOC100114442	NC_045757.1	7734339	7776422
LOC100114445	NW_022279601.1	641112	646567
LOC100114446	NC_045761.1	23778265	23779986
LOC100114448	NC_045757.1	18742691	18804207
LOC100114450	NC_045760.1	15467219	15467678
LOC100114451	NC_045760.1	11582382	11591985
LOC100114454	NC_045758.1	6341990	6345341
LOC100114458	NC_045760.1	1616197	1620167
LOC100114462	NC_045757.1	22781517	22784947
LOC100114463	NC_045761.1	6721493	6722348
LOC100114465	NC_045760.1	30380624	30385314
LOC100114466	NC_045757.1	11209535	11210397
LOC100114467	NC_045760.1	22337398	22350903
LOC100114468	NC_045761.1	16314559	16334055
LOC100114470	NC_045758.1	20714056	20718970
LOC100114473	NC_045760.1	20930652	21168227
LOC100114474	NC_045757.1	19462079	19465030
LOC100114477	NC_045757.1	4004565	4005110
LOC100114478	NW_022279601.1	1219684	1221366
LOC100114482	NC_045757.1	34751279	34752687
LOC100114484	NW_022279601.1	477517	480504
LOC100114486	NW_022279601.1	648471	654735
LOC100114488	NC_045761.1	23276371	23282639
LOC100114489	NC_045757.1	18681881	18696468
LOC100114490	NC_045760.1	11580058	11581506
LOC100114491	NC_045757.1	13696737	13702555
LOC100114494	NC_045760.1	1565712	1569616
LOC100114495	NC_045761.1	6723596	6723965
LOC100114497	NC_045759.1	10088102	10139108
LOC100114498	NC_045759.1	12228922	12231114
LOC100114499	NC_045760.1	30319100	30320121
LOC100114501	NC_045760.1	22376642	22377776
LOC100114502	NC_045761.1	16189005	16189978
LOC100114504	NC_045757.1	12438335	12507623
LOC100114505	NC_045758.1	20718958	20721314
LOC100114506	NC_045757.1	21676953	21689621
LOC100114508	NC_045757.1	19459174	19462275
LOC100114509	NC_045757.1	3993060	3995817
LOC100114510	NW_022279601.1	1211699	1217230
LOC100114513	NC_045760.1	14097189	14104043
LOC100114518	NW_022279601.1	472041	477258
LOC100114520	NW_022279601.1	654947	662002
LOC100114521	NC_045761.1	23148528	23150403
LOC100114525	NC_045760.1	11577195	11580138
LOC100114526	NC_045757.1	13690951	13694473
LOC100114529	NC_045760.1	1524749	1551018
LOC100114531	NW_022279589.1	64544	321317
LOC100114533	NC_045758.1	19968312	20251125
LOC100114536	NC_045761.1	6714983	6715505
LOC100114538	NC_045759.1	12582867	12586125
LOC100114539	NC_045760.1	30301211	30303487
LOC100114540	NW_022279632.1	570044	571183
LOC100114541	NC_045760.1	22377755	22378883
LOC100114542	NC_045761.1	16310779	16313728
LOC100114544	NC_045760.1	15950670	15952167
LOC100114545	NW_022279641.1	1280423	1288639
LOC100114546	NC_045757.1	19446036	19462294
LOC100114548	NW_022279591.1	4440109	4525154
LOC100114549	NW_022279601.1	1206145	1210975
LOC100114551	NC_045757.1	35111496	35113398
LOC100114552	NC_045757.1	19076449	19082611
LOC100114554	NW_022279601.1	663791	670134
LOC100114556	NC_045761.1	22964921	22965783
LOC100114558	NC_045758.1	9742337	9744098
LOC100114559	NC_045757.1	18665392	18669295
LOC100114560	NC_045760.1	15422699	15454342
LOC100114561	NC_045757.1	13682875	13686156
LOC100114563	NC_045758.1	6440818	6443261
LOC100114564	NW_022279604.1	269315	286596
LOC100114567	NC_045760.1	1173265	1181723
LOC100114569	NC_045757.1	22789921	22801834
LOC100114570	NC_045761.1	6713082	6713518
LOC100114572	NC_045759.1	12633818	12635641
LOC100114574	NC_045760.1	30286868	30295537
LOC100114575	NC_045760.1	22379293	22380647
LOC100114576	NC_045761.1	16308712	16311053
LOC100114577	NC_045757.1	12508214	12510995
LOC100114578	NC_045757.1	21688070	21691859
LOC100114579	NC_045760.1	15957483	15958535
LOC100114581	NW_022279641.1	1277567	1280299
LOC100114582	NW_022279601.1	1205178	1206035
LOC100114583	NC_045760.1	14085041	14090257
LOC100114585	NC_045757.1	35115611	35120416
LOC100114586	NC_045760.1	19232363	19328542
LOC100114587	NC_045757.1	7659140	7660005
LOC100114588	NC_045757.1	19083408	19207338
LOC100114590	NW_022279601.1	452445	458760
LOC100114592	NW_022279608.1	3543877	3550165
LOC100114593	NW_022279601.1	669748	677531
LOC100114594	NC_045761.1	22845357	22847604
LOC100114595	NC_045758.1	35307805	35315827
LOC100114596	NC_045758.1	9740566	9742146
LOC100114598	NC_045757.1	13678395	13683024
LOC100114599	NC_045758.1	6484389	6494563
LOC100114600	NW_022279604.1	261828	266610
LOC100114603	NC_045760.1	1168806	1170814
LOC100114606	NC_045757.1	22802697	22805125
LOC100114607	NC_045761.1	6714389	6714796
LOC100114609	NC_045760.1	30239382	30241026
LOC100114610	NC_045760.1	22381272	22391352
LOC100114611	NC_045761.1	16305971	16309174
LOC100114612	NC_045757.1	12510983	12516853
LOC100114613	NC_045758.1	20727956	20740822
LOC100114614	NC_045757.1	21692008	21693776
LOC100114615	NW_022279641.1	1275185	1277226
LOC100114618	NW_022279601.1	1201939	1205005
LOC100114621	NC_045757.1	35433514	35442208
LOC100114622	NC_045760.1	19329870	19331758
LOC100114626	NW_022279601.1	417420	437196
LOC100114629	NC_045761.1	22770585	22772670
LOC100114630	NC_045758.1	9737431	9740477
LOC100114633	NC_045760.1	15392092	15422658
LOC100114636	NC_045758.1	6600262	6603478
LOC100114637	NW_022279604.1	257596	262094
LOC100114638	NC_045760.1	147890	150487
LOC100114640	NW_022280016.1	45940	121078
LOC100114641	NC_045760.1	14339296	14342779
LOC100114642	NW_022279780.1	165748	305237
LOC100114643	NC_045757.1	22806502	22812432
LOC100114644	NC_045761.1	6706592	6707250
LOC100114648	NC_045760.1	22415746	22417608
LOC100114651	NC_045757.1	12520834	12524727
LOC100114652	NC_045758.1	20740800	20743939
LOC100114654	NW_022279601.1	1199099	1202915
LOC100114656	NC_045757.1	35648100	35649661
LOC100114657	NC_045760.1	19331880	19334673
LOC100114658	NW_022279614.1	2087307	2127542
LOC100114659	NC_045757.1	7653429	7654562
LOC100114663	NW_022279601.1	689066	698208
LOC100114664	NC_045761.1	22763798	22765004
LOC100114665	NC_045758.1	9386425	9389521
LOC100114666	NC_045757.1	18515771	18543529
LOC100114667	NC_045760.1	15374601	15390880
LOC100114668	NC_045760.1	11548000	11554318
LOC100114669	NC_045757.1	13668638	13672158
LOC100114670	NC_045758.1	6632854	6634780
LOC100114672	NC_045760.1	135276	137033
LOC100114675	NC_045757.1	5681153	5701013
LOC100114679	NC_045758.1	17106945	17125682
LOC100114680	NC_045761.1	6672437	6674876
LOC100114681	NC_045759.1	12217768	12224947
LOC100114685	NC_045760.1	22132404	22136619
LOC100114687	NC_045757.1	12548381	12598354
LOC100114688	NC_045758.1	20744022	20757736
LOC100114689	NC_045760.1	16123895	16137001
LOC100114690	NW_022279641.1	1256274	1269398
LOC100114692	NW_022279601.1	1192023	1198226
LOC100114694	NC_045760.1	13943352	14081776
LOC100114695	NC_045760.1	26303087	26304829
LOC100114697	NC_045760.1	19334710	19338973
LOC100114699	NC_045757.1	7652128	7653139
LOC100114702	NC_045761.1	22734885	22736207
LOC100114703	NC_045758.1	35366179	35368258
LOC100114704	NC_045758.1	9350179	9352695
LOC100114706	NC_045760.1	11543128	11548278
LOC100114707	NC_045757.1	13665608	13668410
LOC100114709	NC_045758.1	6796207	6797539
LOC100114710	NC_045760.1	108416	109112
LOC100114711	NW_022279588.1	2801325	3114539
LOC100114713	NC_045757.1	5674245	5680846
LOC100114714	NC_045760.1	14342812	14347137
LOC100114717	NC_045761.1	6605505	6616281
LOC100114718	NC_045760.1	21367416	21369426
LOC100114723	NC_045760.1	29873951	29875116
LOC100114726	NC_045757.1	12600434	12614322
LOC100114727	NC_045758.1	20757401	20765475
LOC100114728	NC_045760.1	16122068	16124714
LOC100114730	NW_022279641.1	1254152	1262143
LOC100114731	NC_045757.1	19431811	19439547
LOC100114734	NC_045760.1	10045290	10074080
LOC100114735	NC_045760.1	13885514	13887680
LOC100114736	NC_045757.1	35717534	35720250
LOC100114737	NC_045760.1	19341014	19354323
LOC100114739	NC_045757.1	7649786	7650985
LOC100114742	NC_045761.1	22576987	22733474
LOC100114743	NC_045758.1	35361902	35363556
LOC100114744	NC_045758.1	9266560	9270055
LOC100114748	NC_045760.1	11518388	11519885
LOC100114749	NC_045758.1	6858511	6864715
LOC100114751	NC_045760.1	102637	104900
LOC100114752	NC_045757.1	22837481	22838549
LOC100114753	NC_045757.1	5642242	5668768
LOC100114754	NC_045760.1	14346960	14350942
LOC100114755	NC_045757.1	22816754	22827471
LOC100114756	NC_045758.1	17052194	17055181
LOC100114758	NC_045761.1	6600602	6604027
LOC100114760	NC_045759.1	12236655	12449406
LOC100114761	NC_045760.1	29855680	29860664
LOC100114763	NC_045757.1	12616739	12620394
LOC100114764	NC_045758.1	20765547	20766880
LOC100114765	NW_022279641.1	1236472	1245392
LOC100114766	NC_045757.1	19423873	19428877
LOC100114767	NW_022279601.1	1188717	1190247
LOC100114768	NC_045760.1	9992051	10006975
LOC100114772	NC_045757.1	35744435	35746397
LOC100114775	NW_022279605.1	337741	841883
LOC100114777	NC_045761.1	22435025	22446795
LOC100114778	NC_045758.1	35358375	35361636
LOC100114779	NC_045758.1	9233111	9235329
LOC100114781	NC_045760.1	15358670	15360701
LOC100114783	NC_045758.1	7335154	7336108
LOC100114786	NC_045760.1	98003	102527
LOC100114788	NC_045760.1	14350584	14355107
LOC100114789	NC_045757.1	23612989	23614598
LOC100114790	NC_045757.1	22833693	22835356
LOC100114791	NC_045758.1	17057213	17064908
LOC100114792	NC_045761.1	6515067	6516049
LOC100114793	NC_045760.1	21372358	21412186
LOC100114794	NC_045757.1	11932048	11936089
LOC100114796	NC_045760.1	29814508	29816862
LOC100114798	NC_045757.1	12620481	12627705
LOC100114800	NC_045758.1	20766871	20768375
LOC100114801	NC_045760.1	16117616	16119029
LOC100114802	NW_022279641.1	1224995	1236190
LOC100114806	NW_022279601.1	1175477	1178375
LOC100114807	NC_045760.1	9947552	9975357
LOC100114809	NC_045757.1	36081922	36084358
LOC100114811	NC_045757.1	7644081	7645212
LOC100114816	NC_045758.1	9047315	9050244
LOC100114817	NC_045757.1	18403037	18421602
LOC100114818	NC_045760.1	15349435	15355272
LOC100114823	NW_022279604.1	39024	201448
LOC100114827	NC_045760.1	95809	98211
LOC100114829	NC_045757.1	5635478	5636979
LOC100114831	NC_045757.1	22834832	22837538
LOC100114832	NC_045758.1	17065068	17106250
LOC100114833	NC_045761.1	6456964	6462242
LOC100114836	NC_045760.1	29700991	29704283
LOC100114838	NC_045761.1	16124122	16313611
LOC100114839	NC_045757.1	12630782	12637513
LOC100114840	NC_045758.1	20768834	20774358
LOC100114841	NC_045757.1	21723919	21805123
LOC100114844	NW_022279601.1	1169294	1174242
LOC100114845	NC_045757.1	36277093	36307287
LOC100114847	NC_045760.1	19369542	19383291
LOC100114854	NW_022279623.1	2415685	2421770
LOC100114855	NC_045761.1	22281114	22283453
LOC100114856	NC_045758.1	35350839	35357373
LOC100114857	NC_045758.1	8886040	8887389
LOC100114858	NC_045757.1	18368986	18373977
LOC100114859	NC_045757.1	30354889	30356357
LOC100114860	NC_045760.1	11380850	11381618
LOC100114862	NC_045758.1	1799446	1814086
LOC100114865	NC_045760.1	60102	61735
LOC100114870	NC_045757.1	23451735	23452563
LOC100114871	NC_045757.1	22842227	22845957
LOC100114872	NC_045758.1	17127001	17129758
LOC100114873	NC_045761.1	6454678	6457014
LOC100114875	NC_045760.1	21425842	21451742
LOC100114877	NC_045757.1	11793258	11795578
LOC100114879	NC_045761.1	16062750	16065119
LOC100114880	NC_045757.1	12636982	12639795
LOC100114882	NW_022279641.1	1188513	1215780
LOC100114885	NW_022279601.1	1163986	1168194
LOC100114889	NC_045760.1	19386503	19389078
LOC100114894	NW_022279623.1	2422369	2423275
LOC100114895	NC_045761.1	22249308	22267290
LOC100114896	NC_045758.1	35334180	35350608
LOC100114897	NC_045758.1	8858999	8861076
LOC100114905	NC_045760.1	11376068	11377593
LOC100114907	NC_045758.1	1814451	1817017
LOC100114909	NC_045760.1	5248254	5259440
LOC100114911	NC_045757.1	23420363	23421818
LOC100114912	NC_045761.1	6437854	6454340
LOC100114913	NC_045760.1	21451754	21459690
LOC100114914	NC_045757.1	12070973	12075818
LOC100114918	NC_045760.1	29616418	29619813
LOC100114919	NC_045757.1	11401488	11410450
LOC100114920	NW_022279626.1	641032	782088
LOC100114921	NC_045757.1	12645944	12650475
LOC100114923	NC_045757.1	21806690	21809505
LOC100114924	NC_045760.1	16110082	16113930
LOC100114925	NW_022279641.1	950924	1188140
LOC100114926	NC_045757.1	19393589	19397878
LOC100114928	NW_022279601.1	1160083	1162305
LOC100114930	NW_022279608.1	369175	371651
LOC100114931	NC_045759.1	20703700	20722873
LOC100114933	NC_045757.1	36752196	36753095
LOC100114935	NC_045760.1	19388331	19392161
LOC100114940	NW_022279633.1	119675	168399
LOC100114943	NW_022279623.1	2423662	2424987
LOC100114944	NC_045761.1	22080146	22080896
LOC100114945	NC_045758.1	35326763	35329901
LOC100114946	NC_045758.1	8870233	8875691
LOC100114949	NC_045760.1	15255944	15264700
LOC100114950	NC_045760.1	11336296	11339456
LOC100114951	NC_045758.1	1817268	1819689
LOC100114954	NC_045757.1	5608305	5628633
LOC100114956	NC_045757.1	23405706	23408273
LOC100114958	NC_045757.1	22880855	22899217
LOC100114960	NC_045761.1	6335272	6339141
LOC100114962	NC_045757.1	12057726	12069231
LOC100114963	NC_045759.1	10197036	10200685
LOC100114965	NC_045760.1	29578374	29580721
